Country,Countrycode3,Countrycode2,Year,Population,Incomegroup,Mean,Median,Gini,Source,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,Q1,Q2,Q3,Q4,Q5,P5,P95,Revision,Quality,Source_Comments,Region,Region_sub,Currency,Reference_Period,Welfaredefn,IncSharU,UofAnala,Equivsc,AreaCovr,PopCovr,AgeCovr,EU,OECD,Year_cat,Welfaredefn_new,Equivsc_new,AgeCovr_new,AreaCovr_new,PopCovr_new,IncSharU_new,UofAnala_new,Exchangerate,Mean_usd,Median_usd
Chile,CHL,CL,2009,16.829957,High income: OECD,,,50.6,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.7,2.9,3.7,4.5,5.4,6.6,8.1,10.4,14.8,41.7,4.6,8.2,12,18.5,56.5,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Chile,CHL,CL,2009,16.829957,High income: OECD,2742192,,51.9,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.6,2.8,3.6,4.4,5.3,6.4,8,10.3,14.9,42.7,4.4,8,11.7,18.3,57.6,,,New 2017,High,,Americas,South America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,560.85989484127,4889.27978515625,
Chile,CHL,CL,2009,16.829957,High income: OECD,7351.56,4277.88,52,World Bank 2016,1.55,2.75,3.57,4.38,5.3,6.44,8,10.33,14.92,42.76,4.3,7.95,11.74,18.33,57.68,,,New 2017,Average,PovcalNet,Americas,South America,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,Non-EU,OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Chile,CHL,CL,2011,17.201305,High income: OECD,,,47.8,ECLAC,1.8,3.2,4.2,5,6,7,8.4,10.4,14.2,39.8,5,9.2,13,18.8,54,,,,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,OECD,2010-2015,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Chile,CHL,CL,2011,17.201305,High income: OECD,,,51.6,ECLAC,1.6,2.8,3.6,4.4,5.4,6.4,8,10.4,15.2,42.2,4.4,8,11.8,18.4,57.4,,,,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,OECD,2010-2015,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Chile,CHL,CL,2011,17.201305,High income: OECD,,,51.5,ECLAC,1.6,2.8,3.6,4.4,5.4,6.4,8,10.4,15.4,42,4.4,8,11.8,18.4,57.4,,,,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,OECD,2010-2015,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Chile,CHL,CL,2011,17.201305,High income: OECD,,,50.3,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,,Americas,South America,,,"Income, net",Household,Person,"Household eq, sqrt",All,All,All,Non-EU,OECD,2010-2015,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Chile,CHL,CL,2011,17.201305,High income: OECD,5200000,3200000,50.1,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Americas,South America,,,"Income, net",Household,Person,"Household eq, sqrt",All,All,All,Non-EU,OECD,2010-2015,"Income, disposable",Household adult equiv,All,All,All,Household,Person,483.6675,10751.1904296875,6616.1201171875
Chile,CHL,CL,2011,17.201305,High income: OECD,3200000,,52.6,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Americas,South America,,,Market income,Household,Person,"Household eq, sqrt",All,All,All,Non-EU,OECD,2010-2015,"Income, gross",Household adult equiv,All,All,All,Household,Person,483.6675,6616.1201171875,
Chile,CHL,CL,2011,17.201305,High income: OECD,,,49.4,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.9,3.1,3.9,4.7,5.6,6.5,8,10.4,15.2,40.8,5,8.6,12.1,18.4,56,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,OECD,2010-2015,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Chile,CHL,CL,2011,17.201305,High income: OECD,3026352,,50.8,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.7,2.9,3.7,4.5,5.4,6.4,8,10.4,15.3,41.7,4.6,8.2,11.8,18.4,57,,,New 2017,High,,Americas,South America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,OECD,2010-2015,"Income, disposable",Household per capita,All,All,All,Household,Person,483.6675,6257.0400390625,
Chile,CHL,CL,2011,17.201305,High income: OECD,7613.28,4463.04,50.84,World Bank 2016,1.68,2.84,3.68,4.52,5.41,6.45,8,10.42,15.27,41.72,4.52,8.2,11.86,18.42,56.99,,,New 2017,Average,PovcalNet,Americas,South America,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,Non-EU,OECD,2010-2015,Other,Household per capita,All,All,All,Household,Person,1,,
Chile,CHL,CL,2013,17.575833,High income: OECD,,,50.9,ECLAC,1.6,2.8,3.6,4.6,5.4,6.6,8,10.4,15.2,41.8,4.4,8.2,12,18.4,57,,,,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,OECD,2010-2015,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Chile,CHL,CL,2013,17.575833,High income: OECD,,,46.8,ECLAC,2,3.4,4.4,5.2,6,7.2,8.4,10.4,13.8,39.4,5.4,9.6,13.2,18.8,53.2,,,,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,OECD,2010-2015,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Chile,CHL,CL,2013,17.575833,High income: OECD,,,50.8,ECLAC,1.6,2.8,3.6,4.4,5.4,6.6,8,10.4,15.4,41.4,4.4,8,12,18.4,56.8,,,,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,OECD,2010-2015,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Chile,CHL,CL,2013,17.575833,High income: OECD,,,49,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.9,3.1,3.9,4.7,5.6,6.7,8.1,10.4,15.2,40.4,5,8.6,12.3,18.5,55.6,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,OECD,2010-2015,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Chile,CHL,CL,2013,17.575833,High income: OECD,,,50.4,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.8,2.9,3.7,4.6,5.5,6.6,8,10.3,15.2,41.4,4.7,8.3,12.1,18.3,56.6,,,New 2017,High,,Americas,South America,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,OECD,2010-2015,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Chile,CHL,CL,2013,17.575833,High income: OECD,8644.8,5170.32,50.45,World Bank 2016,1.72,2.91,3.74,4.55,5.46,6.59,8,10.33,15.22,41.47,4.63,8.29,12.05,18.33,56.69,,,New 2017,Average,PovcalNet,Americas,South America,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,Non-EU,OECD,2010-2015,Other,Household per capita,All,All,All,Household,Person,1,,
China,CHN,CN,1953,575.722921,Upper middle income,,,55.8,Dowling and Soo 1983,,,,,,,,,,,3,8.3,9.1,18.2,61.4,,32.2,,Low,,Asia,Eastern Asia,,,"Income, gross",Household,Household,No adjustment,All,All,All,Non-EU,Non-OECD,1950-1959,"Income, gross",Without adjustment,All,All,All,Household,Household,,,
China,CHN,CN,1964,685.9748,Upper middle income,,,30.5,Dowling and Soo 1983,,,,,,,,,,,7.7,12.6,16.6,22,41.1,,16.7,,Low,,Asia,Eastern Asia,,,"Income, gross",Household,Household,No adjustment,All,All,All,Non-EU,Non-OECD,1960-1969,"Income, gross",Without adjustment,All,All,All,Household,Household,,,
China,CHN,CN,1966,725.236164,Upper middle income,,,30.7,Dowling and Soo 1983,,,,,,,,,,,,,,,,,,,Low,,Asia,Eastern Asia,,,"Income, gross",Household,Household,No adjustment,All,All,All,Non-EU,Non-OECD,1960-1969,"Income, gross",Without adjustment,All,All,All,Household,Household,,,
China,CHN,CN,1968,764.901679,Upper middle income,,,30.9,Dowling and Soo 1983,,,,,,,,,,,7.8,12.2,16.3,22.3,41.4,,16,,Low,,Asia,Eastern Asia,,,"Income, gross",Household,Household,No adjustment,All,All,All,Non-EU,Non-OECD,1960-1969,"Income, gross",Without adjustment,All,All,All,Household,Household,,,
China,CHN,CN,1970,808.510713,Upper middle income,,,27.9,Dowling and Soo 1983,,,,,,,,,,,8.4,13.3,17.1,22.5,38.7,,13.5,,Low,,Asia,Eastern Asia,,,"Income, gross",Household,Household,No adjustment,All,All,All,Non-EU,Non-OECD,1970-1979,"Income, gross",Without adjustment,All,All,All,Household,Household,,,
China,CHN,CN,1972,849.787991,Upper middle income,,,27.7,Dowling and Soo 1983,,,,,,,,,,,8.6,13.2,17.1,22.5,38.6,,13.5,,Low,,Asia,Eastern Asia,,,"Income, gross",Household,Household,No adjustment,All,All,All,Non-EU,Non-OECD,1970-1979,"Income, gross",Without adjustment,All,All,All,Household,Household,,,
China,CHN,CN,1974,888.132761,Upper middle income,,,27.3,Dowling and Soo 1983,,,,,,,,,,,,,,,,,,,Low,,Asia,Eastern Asia,,,"Income, gross",Household,Household,No adjustment,All,All,All,Non-EU,Non-OECD,1970-1979,"Income, gross",Without adjustment,All,All,All,Household,Household,,,
China,CHN,CN,1975,905.580445,Upper middle income,,,26.6,Dowling and Soo 1983,,,,,,,,,,,8.9,13.7,17.2,22.3,37.9,,15.6,,Low,,Asia,Eastern Asia,,,"Income, gross",Household,Household,No adjustment,All,All,All,Non-EU,Non-OECD,1970-1979,"Income, gross",Without adjustment,All,All,All,Household,Household,,,
China,CHN,CN,1977,936.554514,Upper middle income,,,18.6,Chai and Chai 1994,,,,,,,,,,,,,,,,,,,Low,Urban Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Cities,All,All,Non-EU,Non-OECD,1970-1979,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
China,CHN,CN,1978,950.537317,Upper middle income,,,21.2,Chai and Chai 1994,,,,,,,,,,,,,,,,,,,Low,Rural Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1970-1979,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
China,CHN,CN,1978,950.537317,Upper middle income,,,28.9,Chotikapanich et al 2005,,,,,,,,,,,,,,,,,,,Low,Rural Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1970-1979,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
China,CHN,CN,1978,950.537317,Upper middle income,,,31.7,Zhang Ping,,,,,,,,,,,,,,,,,,,Low,Statistical Yearbook 1996,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1970-1979,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
China,CHN,CN,1978,950.537317,Upper middle income,,,16,Zhang Ping,,,,,,,,,,,,,,,,,,,Low,Urban Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1970-1979,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
China,CHN,CN,1979,964.155176,Upper middle income,,,23.7,Zhang Ping,,,,,,,,,,,,,,,,,,,Low,Rural Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1970-1979,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
China,CHN,CN,1980,977.837433,Upper middle income,,,23.4,Chai and Chai 1994,,,,,,,,,,,,,,,,,,,Low,Rural Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
China,CHN,CN,1980,977.837433,Upper middle income,,,28.6,Statistical Yearbook 1998,,,,,,,,,,,,,,,,,,,Low,Rural Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
China,CHN,CN,1980,977.837433,Upper middle income,,,32,Ying 1995,,,,,,,,,,,7.93,12.27,18.42,24.72,36.66,,,,Low,Statistical Yearbook,Asia,Eastern Asia,,,"Income, gross",,Person,,All,All,All,Non-EU,Non-OECD,1980-1989,"Income, gross",,All,All,All,,Person,,,
China,CHN,CN,1980,977.837433,Upper middle income,,,16,Zhang Ping,,,,,,,,,,,,,,,,,,,Low,Urban Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
China,CHN,CN,1981,991.553829,Upper middle income,,,23.9,Chai and Chai 1994,,,,,,,,,,,,,,,,,,,Low,Rural Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
China,CHN,CN,1981,991.553829,Upper middle income,,,16.1,Chai and Chai 1994,,,,,,,,,,,,,,,,,,,Low,Urban Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Cities,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
China,CHN,CN,1981,991.553829,Upper middle income,,,25.1,Chotikapanich et al 2005,,,,,,,,,,,,,,,,,,,Low,Rural Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
China,CHN,CN,1981,991.553829,Upper middle income,,,16.7,Chotikapanich et al 2005,,,,,,,,,,,,,,,,,,,Low,Urban Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
China,CHN,CN,1981,991.553829,Upper middle income,674.76,642.48,18.46,World Bank 2016,5.23,6.76,7.63,8.4,9.14,9.92,10.77,11.78,13.18,17.18,11.99,16.03,19.06,22.55,30.36,,,New 2017,Average,PovcalNet,Asia,Eastern Asia,US$2011PPP,Year,Income,Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1980-1989,Other,Household per capita,All,Urban,All,Household,Person,1,,
China,CHN,CN,1981,991.553829,Upper middle income,350.4,319.8,24.73,World Bank 2016,4.13,5.66,6.79,7.76,8.67,9.61,10.67,12.03,14.17,20.52,9.79,14.55,18.28,22.7,34.69,,,New 2017,Average,PovcalNet,Asia,Eastern Asia,US$2011PPP,Year,Income,Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1980-1989,Other,Household per capita,All,Rural,All,Household,Person,1,,
China,CHN,CN,1981,991.553829,Upper middle income,,,15,Zhang Ping,,,,,,,,,,,,,,,,,,,Low,Urban Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
China,CHN,CN,1982,1005.328574,Upper middle income,,,23.2,Chai and Chai 1994,,,,,,,,,,,,,,,,,,,Low,Rural Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
China,CHN,CN,1982,1005.328574,Upper middle income,,,12.1,Chai and Chai 1994,,,,,,,,,,,,,,,,,,,Low,Urban Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Cities,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
China,CHN,CN,1982,1005.328574,Upper middle income,,,28.8,Ying 1995,,,,,,,,,,,8.47,13.73,17.94,22.26,37.6,,,,Low,Statistical Yearbook,Asia,Eastern Asia,,,"Income, gross",,Person,,All,All,All,Non-EU,Non-OECD,1980-1989,"Income, gross",,All,All,All,,Person,,,
China,CHN,CN,1982,1005.328574,Upper middle income,,,15,Zhang Ping,,,,,,,,,,,,,,,,,,,Low,Urban Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
China,CHN,CN,1983,1019.698475,Upper middle income,,,24.6,Chai and Chai 1994,,,,,,,,,,,,,,,,,,,Low,Rural Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
China,CHN,CN,1983,1019.698475,Upper middle income,,,15.8,Chai and Chai 1994,,,,,,,,,,,,,,,,,,,Low,Urban Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Cities,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
China,CHN,CN,1983,1019.698475,Upper middle income,,,27.2,Ying 1995,,,,,,,,,,,8.65,14.57,17.01,24.26,35.51,,,,Low,Statistical Yearbook,Asia,Eastern Asia,,,"Income, gross",,Person,,All,All,All,Non-EU,Non-OECD,1980-1989,"Income, gross",,All,All,All,,Person,,,
China,CHN,CN,1983,1019.698475,Upper middle income,,,28.4,Zhang Ping,,,,,,,,,,,,,,,,,,,Low,Statistical Yearbook 1996,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
China,CHN,CN,1983,1019.698475,Upper middle income,,,15,Zhang Ping,,,,,,,,,,,,,,,,,,,Low,Urban Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
China,CHN,CN,1984,1035.328572,Upper middle income,,,25.8,Chai and Chai 1994,,,,,,,,,,,,,,,,,,,Low,Rural Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
China,CHN,CN,1984,1035.328572,Upper middle income,,,16.8,Chai and Chai 1994,,,,,,,,,,,,,,,,,,,Low,Urban Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Cities,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
China,CHN,CN,1984,1035.328572,Upper middle income,773.64,735.48,17.79,World Bank 2016,5.49,6.88,7.69,8.42,9.14,9.89,10.72,11.71,13.08,16.99,12.37,16.11,19.03,22.43,30.07,,,New 2017,Average,PovcalNet,Asia,Eastern Asia,US$2011PPP,Year,Income,Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1980-1989,Other,Household per capita,All,Urban,All,Household,Person,1,,
China,CHN,CN,1984,1035.328572,Upper middle income,488.52,433.44,26.69,World Bank 2016,4.03,5.43,6.52,7.48,8.4,9.37,10.48,11.92,14.24,22.13,9.46,14,17.77,22.4,36.37,,,New 2017,Average,PovcalNet,Asia,Eastern Asia,US$2011PPP,Year,Income,Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1980-1989,Other,Household per capita,All,Rural,All,Household,Person,1,,
China,CHN,CN,1984,1035.328572,Upper middle income,,,25.7,Ying 1995,,,,,,,,,,,10.08,13.61,19.08,23.18,34.05,,,,Low,Statistical Yearbook,Asia,Eastern Asia,,,"Income, gross",,Person,,All,All,All,Non-EU,Non-OECD,1980-1989,"Income, gross",,All,All,All,,Person,,,
China,CHN,CN,1984,1035.328572,Upper middle income,,,16,Zhang Ping,,,,,,,,,,,,,,,,,,,Low,Urban Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
China,CHN,CN,1985,1052.62241,Upper middle income,,,26.4,Chai and Chai 1994,,,,,,,,,,,,,,,,,,,Low,Rural Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
China,CHN,CN,1985,1052.62241,Upper middle income,,,15.8,Chai and Chai 1994,,,,,,,,,,,,,,,,,,,Low,Urban Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
China,CHN,CN,1985,1052.62241,Upper middle income,,,29.9,Chotikapanich et al 2005,,,,,,,,,,,,,,,,,,,Low,Rural Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
China,CHN,CN,1985,1052.62241,Upper middle income,,,22.4,Chotikapanich et al 2005,,,,,,,,,,,,,,,,,,,Low,Rural/Urban Household Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
China,CHN,CN,1985,1052.62241,Upper middle income,,,16.6,Chotikapanich et al 2005,,,,,,,,,,,,,,,,,,,Low,Urban Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
China,CHN,CN,1985,1052.62241,Upper middle income,,,29.1,Statistical Yearbook 1998,,,,,,,,,,,,,,,,,,,Low,Rural Household Income Survey,Asia,Eastern Asia,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
